lemma	identifier1	identifier2	context1	context2	indexes_target_token1	derived_indexes1	indexes_target_token2	derived_indexes2	judgment
bar	nf_1837_747882.txt-1668-34	mag_1854_555974.txt-331-28	In  this  case  a  link  of  the  same  form  had  been  before  in  use,  and  it  had  been  strengthened  by  a  bar  across  it,  but  a  change  of  the  form  of  this  bar,  and  the  manner  of  attaching  it  to  the  link,  was  considered,  and  as  it  should  seem  with  very  good  reason,  by  Chief  Justice  Abbott  and  Mr.  Justice  Bayley,  to  be  a  good  founda-  Bruoton?	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	143:146	[95,  98]	128:132	[128,  131]	
bar	mag_1821_553342.txt-352-17	mag_2007_390968.txt-43-4	A  community  provided  with  ample  resources  against  an  endless  increase  of  members,  and  enjoying  a  free  bar,  a  free  senate,  and  a  free  press,  if  true  to  herself,  must  do  great  things.	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	102:105	[102,  105]	26:29	[-1,  2]	
bar	mag_1835_565085.txt-133-11	news_2006_629441.txt-53-23	that  is,  with  the  parallel  lines,  the  divisions  of  bars  or  measures,  and  the  characters  which  represent  let  *  ters.	But  he  and  his  wife  occasionally  spend  time  alone  over  a  plate  of  fresh,  inventive  sushi  at  Sakana  Japanese  Grill  &;  Sushi  Bar.   "	51:55	[51,  54]	123:126	[-1,  2]	
bar	mag_1827_553832.txt-90-17	nf_1857_753133.txt-433-14	What  shall  we  say  of  this  when  done,  not  merely  in  the  course  of  argument  at  bar,  in  which,  as  already  observed,  counsel  are  not  understood  to  speak  in  their  individual  capacity;  but  in  an  address  to  the  public,  through  the  columns  of  a  newspaper,  with  the  sanction  of  a  name;  against  a  foreigner,  partially  acquainted  with  our  language,  and  friendless,  except  so  far  as  his  cause  has  gained  him  friends;  when  done,  in  fine,  by  an  individual,  himself  a  foreigner,  himself  an  exile  from  a  xvronged,  oppressed,  insulted,  country;  himself  obnoxious  to  the  stale  national  sneers  and  the  proverbial  sarcasms,  of  all  who  can  find  it  in  their  hearts  to  indulge  in  this  species  of  warfare?	My  impression  is,  that  in  point  of  skill  and  professional  ability  the  Minnesota  bar  is  a  little  above  the  average  of  territorial  bars.	77:80	[77,  80]	80:83	[80,  83]	
bar	news_2007_637878.txt-23-19	news_1982_668343.txt-120-14	His  plan  was  to  build  a  cage  for  underwater  filming,  and  he  wanted  to  know  how  big  the  bars  should  be  so  that  he  could  swim  out  of  the  cage  but  a  walrus  '  head-smashing  tusks  could  be  kept  out.	One  scary  thing  happened  in  Oakland  this  week  when  a  foul  tip  smashed  the  bar  on  umpire  Larry  Barnett  '  s  face  mask,  sending  him  to  the  hospital.	87:91	[87,  90]	74:77	[74,  77]	
bar	mag_1828_553911.txt-101-18	news_1982_668343.txt-120-14	Besides,  nothing  was  more  common  in  America,  than  for  young  men  who  were  intended  for  the  bar  to  enter  in  the  first  instance  upon  a  course  of  theology,  as  it  also  was  for  ecclesiastics,  to  devote  themselves  to  the  profession  of  the  law.	One  scary  thing  happened  in  Oakland  this  week  when  a  foul  tip  smashed  the  bar  on  umpire  Larry  Barnett  '  s  face  mask,  sending  him  to  the  hospital.	90:93	[90,  93]	74:77	[74,  77]	
bar	news_1997_632266.txt-80-10	mag_1977_490789.txt-112-14	Champagne,  hors  d'oeuvres,  a  five-course  dinner,  open  bar,  live  entertainment  (Michael  Lerich  &;  His  Orchestra)  and  dancing,  champagne  and  balloon  drop  are  on  tap.	Between  1913  and  1931,  for  instance,  well-meaning  but  misguided  caretakers  embedded  iron  bars  in  some  of  the  fragile  ruins;  the  bars  have  rusted,  and  the  oxidation  has  caused  expansion  and  cracked  the  surrounding  marble.	54:57	[54,  57]	89:93	[89,  92]	
bar	fic_1989_10790.txt-3942-6	nf_1969_774314.txt-1846-17	Seamus  gripped  the  edge  of  the  bar  with  knuckles  that  turned  white.	Usually  the  bell  is  mounted  on  a  movable  bar  with  an  elbow  that  pivots  in  an  overhead  bar.	31:34	[31,  34]	86:89	[41,  44]	
bar	mag_1848_555562.txt-529-23	news_1982_668343.txt-120-14	35  //  come  Lord  Chancellor,  for  as  that  splendid  office  is  not  handed  down  by  hereditary  descent,  some  member  of  the  bar  must  obtain  it;  and  this  hope,  slight  as  it  is,  is  one  of  the  springs  which  keep  up  the  activity  and  learning  of  the  profession.	One  scary  thing  happened  in  Oakland  this  week  when  a  foul  tip  smashed  the  bar  on  umpire  Larry  Barnett  '  s  face  mask,  sending  him  to  the  hospital.	117:120	[117,  120]	74:77	[74,  77]	
bar	fic_1845_7170.txt-5850-9	mag_2007_390968.txt-43-4	 "  You  are  taking  the  pegs  out  of  the  bars,  but  I  will  not  run  wild  --  I  am  impatient  to  know  about  Christ;  what  will  you  say  of  him?	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	37:41	[37,  40]	26:29	[-1,  2]	
bar	nf_1832_758144.txt-1047-14	fic_1824_7022.txt-122-23	Nor  was  this  all:  his  nephew  was  at  the  time  preparing  for  the  bar,  and  soon  after  the  above  circumstance  occurred  his  certificates  were  presented,  and  refused,  with  this  declaration,   "  that  no  man  of  the  name  and  family  of  F.  should  be  admitted.   "	Du  Quesne,  with  whom  we  must  at  present  continue,  repaired  to  New-York,  where,  upon  his  being  admitted  to  the  bar,  as  in  due  time  he  was,  his  mysterious  supply  of  money  was  withheld,  and  he  was  left  without  relatives  or  connexions,  to  make  the  usual  slow  and  uncertain  progress  in  the  business  of  his  profession.	63:66	[63,  66]	110:113	[110,  113]	
bar	fic_1853_9158.txt-1083-12	news_2006_629441.txt-53-23	cried  the  count,  his  eyes  seeming  to  flash  fire  through  the  bars  of  his  vizor,  and  he  stamped  violently  on  the  ground  as  he  spoke  --   "  Splendor  of  God!	But  he  and  his  wife  occasionally  spend  time  alone  over  a  plate  of  fresh,  inventive  sushi  at  Sakana  Japanese  Grill  &;  Sushi  Bar.   "	60:64	[60,  63]	123:126	[-1,  2]	
bar	fic_1852_9832.txt-5278-50	mag_1854_555974.txt-331-28	Then  the  lake  whitened,  and  the  trees  threw  themselves  across  the  lawn,  and  Wolfgang  came  out  from  what  had  hitherto  been  but  a  dark  spot  on  the  gravel  walk;  and  then  --   "  The  rising  moon  has  hid  the  stars;  Her  level  rays,  like  golden  bars,  Lie  on  the  landscape  green,  With  shadows  brown  between.   "	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	235:239	[235,  238]	128:132	[128,  131]	
bar	mag_1833_564484.txt-71-112	fic_1993_25016.txt-1330-5	Such,  my  dear  sir,  are  our  sentiments  on  the  subject  of  emancipation;  and,  although  we  can  not  admit  of  one  word  of  argument  in  favor  of  a  system  which  violates  the  laws  of  God,  and  the  natural  rights  of  man-which  makes  him,  who  was  born  our  equal,  live  our  slave;  still,  our  abhorrence  of  the  system  is  qualified  by  a  consideration  of  the  peculiar  circumstances  of  the  case:  we  recognize  that  first  law  of  nature,  which  enjoins  self-preservation,  at  any  hazard;  and  we  should  as  soon  think  of  enjoining  upon  the  keeper  of  a  caravan,  to  break  the  bars  of  his  cages,  and  unchain  his  tigers,  as  to  bid  the  planters  restore  the  blacks  to  liberty  at  once.	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	547:551	[547,  550]	30:34	[30,  33]	
bar	mag_2007_391441.txt-3-8	mag_2007_390968.txt-43-4	The  place  is  San  Francisco's  hipster  dive  bar  and  guest  house,  Zeitgeist.	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	42:45	[42,  45]	26:29	[-1,  2]	
bar	fic_1845_7170.txt-5850-9	mag_1999_408585.txt-67-25	 "  You  are  taking  the  pegs  out  of  the  bars,  but  I  will  not  run  wild  --  I  am  impatient  to  know  about  Christ;  what  will  you  say  of  him?	If  you  enlarge  the  window,  you  may  be  able  to  see  some  of  the  folder's  contents,  but  since  the  window  lacks  scroll  bars,  you  won't  get  very  far.	37:41	[37,  40]	115:119	[115,  118]	
bar	news_1973_731109.txt-17-5	mag_1999_408585.txt-67-25	And  until  today,  the  bar  association  had  not  suggested  which  option	If  you  enlarge  the  window,  you  may  be  able  to  see  some  of  the  folder's  contents,  but  since  the  window  lacks  scroll  bars,  you  won't  get  very  far.	21:24	[21,  24]	115:119	[115,  118]	
bar	nf_1998_775166.txt-88-20	fic_1993_25016.txt-1330-5	As  of  the  early  to  mid-1980s,  for  example,  American  robbers  were  likely  to  serve  about  forty-five  months  behind  bars,  versus  twenty-seven  in  England  and  twenty-four  in  Australia.	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	112:116	[112,  115]	30:34	[30,  33]	
bar	fic_1845_7262.txt-1101-7	mag_1977_490789.txt-112-14	They  passed  an  island  --  a  narrow  bar  of  sand  with  a  few  stray  blades  of  grass  scattered  along  its  centre,  as  if  to  set  off  the  baldness  of  the  remaining  portions,  while  a  stunted  poplar  marked  the  spot  where  stood  a  small  hut  nearly  dismantled  by  the  tempests  and  the  droughts  of  successive  seasons.	Between  1913  and  1931,  for  instance,  well-meaning  but  misguided  caretakers  embedded  iron  bars  in  some  of  the  fragile  ruins;  the  bars  have  rusted,  and  the  oxidation  has  caused  expansion  and  cracked  the  surrounding  marble.	34:37	[34,  37]	89:93	[89,  92]	
bar	mag_1828_553927.txt-412-12	fic_2000_13995.txt-480-6	After  this  he  studied  law,  and  was  a  contemporary  at  the  bar  with  General  Hamilton,  Mr  Harrison,  Judge  Benson,  Mr  Troup,  Mr  Burr,  and  others,  all  of  whom  were  very  eminent  lawyers.	MATT  MICKELSON  Was  he  in  the  bar  Tuesday  night?	57:60	[57,  60]	29:32	[29,  32]	
bar	mag_1841_554917.txt-240-4	nf_1857_753133.txt-433-14	In  fact,  the  bar  to  beautiful  structures  does  not  exist  so  much  in  the  incapacity  of  tl)  e  people,  as  in  that  of  the  artist  himself.	My  impression  is,  that  in  point  of  skill  and  professional  ability  the  Minnesota  bar  is  a  little  above  the  average  of  territorial  bars.	13:16	[13,  16]	80:83	[80,  83]	
bar	fic_1860_8118.txt-4019-8	nf_1846_748061.txt-1284-3	Or,  coming  in,  to  avoid  the  bars,  and  follow  the  channel,  a  perfect  pilot  needs?	One  of  the  bars  of  the  prison-  window  had  become  detached,  so  that  it  could  be  removed  without  any  difficulty,  allowing  any  one  of  moderate  dimensions  to  get  through  the  aperture.	28:32	[28,  31]	11:15	[11,  14]	
bar	mag_1850_589456.txt-285-8	fic_1987_780057.txt-1105-25	And  the  indictment,  in  the  case  at  bar,  is  bad,  because  each  of  the	had  been  a  tall,  proud  man  named  Alfroid;  I  remembered  him  with  some  affection,  since  he  could  tie  loose  knots  in  iron  bars,  and  had  drunk  me  under  the  table  one  evening  --  no,  an  evening  and  a  morning  and  part  of  an  afternoon.	35:38	[35,  38]	119:123	[119,  122]	
bar	fic_1965_10457.txt-1390-16	mag_1854_555965.txt-99-21	Anyway  Salt  and  Dogface  told  him  they  suspected  the  big  man  that  came  aboard  on  the  bar,  that  he  was  the  one  the  reward  was  for,  but  Captain  Ts'ui  says,  He  came  aboard  as  a  free  man,  I  can't  touch  him.  '	Before  a  legal  tribunal,  the  want  of  conclusive  testimony  of  guilt  justifies  an  assumption  of  innocence;  but  at  the  bar  of  public  opinion,  a  man  who  fails  to  repel  suspicion  and  reproach  virtually  indorses  the  correctness  of  the  popular  verdict.	84:87	[84,  87]	116:119	[116,  119]	
bar	nf_1844_747607.txt-3721-35	mag_1854_555974.txt-331-28	This  the  ancient  Hebrew  writers  describe  as  in  the  central  parts  of  the  earth;  a  vast  repository,  surrounded  by  an  impassable  wall,  and  fortified  with  huge  gates  of  brass,  and  massive  bars  of  iron,  which  our  Saviour  by  his  *  Those  who  wish  to  see  this  subject  fully  and  learnedly  discussed,  I  beg  leave  to  refer  to  Dr.  Horsely's  Critical  Notes  on  Ilosea,  page  257,  &c.,;  pages  200,  201;  and  page  46,  note  7i;  and  also  his  sermon  on  Christ's  Descent  into  Hell.	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	184:188	[184,  187]	128:132	[128,  131]	
bar	fic_1999_45403.txt-19-31	fic_1859_9220.txt-7735-27	I  said,   "  Hotdamn  that's  a  good  flea  market  y'all  got  yourselves  down  the  road,   "  because  from  the  looks  on  the  six  or  eight  guys  in  the  bar  I  knew  that  they  sold  their  wares  there  between  the  pine  trees  of  the  jockey  lot.	Now,  as  I  have  said  before,  while  I  am  satisfied  --  satisfied,  beyond  the  possibility  of  a  doubt,  as  we  say  at  the  bar  --  that  you  have  long  entertained  feelings  toward  me,  tenderer  than  mere  friendship  --  forgive  me,  Julia,  for  speaking  so  very  plainly  --  I  have  not  been  satisfied  that  they  were  such  as  you  would  certainly  feel  for  the  man  you  should  choose  out  of  all  the  world  for  everlasting  companionship  --  no,  no,  Julia  --  however  presumptuous  I  may  have  been  up  to  the  point  I  have  mentioned  --	137:140	[137,  140]	115:118	[115,  118]	
bar	fic_1978_10636.txt-27104-7	mag_2007_390968.txt-43-4	Hear  him  first  at  the  Oxford  Union  bar:   "  Worse  than  the  Visigoths,  worse  than  the  Tartars.	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	35:38	[35,  38]	26:29	[-1,  2]	
bar	fic_1973_780108.txt-2947-19	nf_1857_753133.txt-433-14	The  house  was  like  a  fortress,  illuminated  by  floodlights,  its  ground-floor  windows  protected  by  thin  curved  iron  bars.	My  impression  is,  that  in  point  of  skill  and  professional  ability  the  Minnesota  bar  is  a  little  above  the  average  of  territorial  bars.	114:118	[114,  117]	80:83	[80,  83]	
bar	mag_1846_524077.txt-140-15	fic_1993_25016.txt-1330-5	//  swollen  salary  or  rich  perquisites  had  nourished-too  late  in  life  to  return  to  the  bar,  too  early  to  retire  to  private  life,  even  if  able  to  do  it;  but  destined  to  languish  out  ten  or  fifteen  years  in  poverty  and  ennui,  which  might  have  been  the  most  useful,  respectable,  and  satisfactory  portion  of  their  lives!	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	86:89	[86,  89]	30:34	[30,  33]	
bar	fic_1852_69.txt-7946-13	mag_1999_408585.txt-67-25	The  soft,  earnest,  quiet  moonbeam  looks  in  fixedly,  marking  the  bars  of  the  grated  windows  on  the  prostrate,  sleeping  forms.	If  you  enlarge  the  window,  you  may  be  able  to  see  some  of  the  folder's  contents,  but  since  the  window  lacks  scroll  bars,  you  won't  get  very  far.	64:68	[64,  67]	115:119	[115,  118]	
