lemma	identifier1	identifier2	context1	context2	indexes_target_token1	derived_indexes1	indexes_target_token2	derived_indexes2	judgment	cosine_similarity
afternoon	fic_1967_780080.txt-2349-6	nf_2006_776561.txt-30-8	The    sun    will    be    in    the    afternoon    sky    before    they    can    do    that.	Sitting    in    on    a    class    in    the    late    afternoon,    listening    to    him    draw    on    his    experiences    from    his    Stanley    days,    I    imagined    that    beyond    the    nineteen    young    peo-    ple    seated    in    the    room,    he    was    speaking    to    all    those    he    knew    back    home,    explaining    that    he    had    done    as    well    as    any    executive    could,    in    a    very    changed    world,    to    preserve    Stanley    as    it    was.	23:32	[23,    32]	34:43	[34,    43]	4.0	0.9618821740150452
afternoon	fic_1852_9232.txt-4688-51	fic_1988_10770.txt-925-3	   "He    remembered    her    round,    well-proportioned    figure,    the    sweet    smile    upon    her    face,    the    pleasant    sparkle    in    her    eye,    and    the    grateful    beverage    in    her    hand;    and    he    so    earnestly    pressed    his    ruminations    and    convictions    on    his    friend    Nettles,    that    the    latter    posted    off    one    pleasant    afternoon    to    the       "   "    Lodge,       "   "    and    did    not    return    home    until    the    next    day.   "	Rememberinghis    exhaustion    that    afternoon,    he    thought    he'd    drop    off    to    sleep    quickly.	277:286	[278,    287]	31:40	[31,    40]	4.0	0.9612890481948853
afternoon	fic_1849_5295.txt-962-22	fic_1851_3300.txt-1083-18	The    next    day    I    had    occasion    to    go    away    at    an    early    hour,    and    did    not    return    until    late    in    the    afternoon,    and    on    entering    my    little    parlor,    I    was    surprised    at    beholding    a    lady,    handsomely    dressed,    who    advanced    towards    me    with    an    air    of    dignified    politeness.	The    last    part    of    Louis    '    speech    was    nearly    inaudible,    and    no    more    was    said    until    the    afternoon.	94:103	[94,    103]	85:94	[85,    94]	4.0	0.9752269387245178
afternoon	fic_1960_10402.txt-8830-8	mag_1980_491790.txt-342-2	Poet    rode    new    bicycle    into    countryside    on    Christmas    afternoon.	In    the    afternoon,    I    drove    down    to    the    square.	52:61	[52,    61]	7:16	[7,    16]	4.0	0.96103835105896
afternoon	mag_1984_432163.txt-74-2	nf_1834_755185.txt-2925-9	That    Friday    afternoon,    June    24,    John    came    home    and    went    upstairs    to    take    a    nap.	Beach    not    to    proceed    up    the    river    until    the    afternoon    of    the    next    day,    as    the    sight    of    troops    by    the    miners    might    make    them    hard    to    manage;    otherwise,    I    assured    the    Major,    he    would    have    no    trouble.	12:21	[12,    21]	44:53	[44,    53]	4.0	0.9584895372390747
afternoon	fic_1822_7275.txt-530-41	fic_1971_14051.txt-667-2	   "Elvira    had    just    got    possession,    by    stealth,    of    a    new    novel;    that    species    of    reading    being    absolutely    prohibited    in    Mrs.    Wilson's    house,    she    had    crept    up    to    the    garret,    and    was    promising    herself    a    long    afternoon    of    stolen    pleasure.       "   "   "	On    those    afternoons    by    the    sea,    we    knitted,    Sheila    and    I,    and    talked    about    poetry    and    children.	201:210	[202,    211]	9:19	[9,    18]	4.0	0.8595547676086426
afternoon	fic_1984_14628.txt-868-5	fic_1992_40272.txt-627-18	Esposito    has    gone    for    an    afternoon    walk    and    fallen    asleep,    his    walking    stick    in    his    hand,    one    knee    bent,    his    head    pillowed    on    a    stone.	Old    shopping    lists    and    ticket    stubs    and    wads    of    listed    newsprint    come    falling    around    Pafko    in    the    faded    afternoon.	25:34	[25,    34]	104:113	[104,    113]	4.0	0.9713640213012695
afternoon	fic_1964_781988.txt-1664-7	fic_1997_54614.txt-159-18	Finally    the    whole    bunch    was    waiting    one    afternoon    at    the    corner    of    an    alley    on    the    route    home    from    school.	lust    jumped    out    of    it,    out    of    my    seat,    out    of    my    job    (for    the    afternoon).	40:49	[40,    49]	62:71	[62,    71]	4.0	0.9255666732788086
afternoon	news_1961_721976.txt-28-1	fic_2008_36241.txt-90-1	   "This    afternoon,    Mr.    Mahon    opened    the    debate    by    conceding    that,    in    the    past,    he    and    a    majority    of    his    colleagues    had    opposed    major    civil    defense    spending    programs.       "   "   "	This    afternoon    we    were    given    presentations    and    speeches    in    a    windowless    conference    room    crowded    with    desks    and    plastic    chairs.	5:14	[6,    15]	5:14	[5,    14]	4.0	0.9916989207267761
afternoon	fic_1966_781993.txt-4419-9	nf_1834_755185.txt-2925-9	At    a    few    minutes    after    one    o'clock    on    Tuesday    afternoon    Carlo    Tufa    was    able    to    stand    on    the    floor    of    the    valley,    one    hundred    feet    from    the    entrance    to    the    ancient    wine    cellar,    and    look    back    up    the    mountain,    over    the    terraces,    all    the    way    to    the    city    wall    and    to    the    Thin    Gate,    and    even    a    few    yards    inside    it,    and    see    one    continuous    line    of    people.	Beach    not    to    proceed    up    the    river    until    the    afternoon    of    the    next    day,    as    the    sight    of    troops    by    the    miners    might    make    them    hard    to    manage;    otherwise,    I    assured    the    Major,    he    would    have    no    trouble.	46:55	[46,    55]	44:53	[44,    53]	4.0	0.9488337635993958
afternoon	mag_1984_432163.txt-74-2	fic_1993_25005.txt-782-34	That    Friday    afternoon,    June    24,    John    came    home    and    went    upstairs    to    take    a    nap.	Mrs    Stark,    to    compensate    for    not    having    been    any    help    to    him    in    finding    somewhere    to    live,    offered    to    contribute    homemade    snacks    and    left    with    him    a    little    early    on    a    Friday    afternoon    to    help    with    preparations.	12:21	[12,    21]	174:183	[174,    183]	4.0	0.9793973565101624
afternoon	fic_1839_7352.txt-2123-7	mag_1855_556005.txt-194-2	On    one    occasion    they    started    on    their    afternoon    expedition    in    an    unusually    cheerful    mood.	One    Sabbath    afternoon,    in    the    winter    of    1753,    as    he    lay    on    a    couch,    in    the    full    possession    of    those    noble    faculties    he    had    borne    so    meekly,    listening    to    one    of    Sherlock's    Sermons,    his    wife    beside    and    his    children    around    him,    the    gentle    and    exalted    spirit    of	38:47	[38,    47]	12:21	[12,    21]	4.0	0.9324523210525513
afternoon	news_1970_729010.txt-127-17	fic_1850_2310.txt-1321-9	But    the    world    had    not    seen    the    bluff    Cardinal    weeping    alone    in    his    private    chapel    on    the    afternoon    of    Nov.    22,    1963,    after    he    received    news    of    the    assassination.	She    remained    in    company    with    the    cows    all    the    afternoon.	89:98	[89,    98]	46:55	[46,    55]	4.0	0.9648664593696594
afternoon	mag_1979_431971.txt-179-14	fic_1825_7041.txt-1647-2	He    and    Joanne    were    going    to    play    the    lead    roles    in    Picnic    at    that    afternoon's    matinee.	On    the    afternoon    of    the    same    day    that    Wilson    commenced    his    journey    to    Quebec,    Grace    was    seated    at    her    father's    table,    busily    engaged    in    painting    glass,    --    a    fashionable    amusement    at    that    period.	66:75	[66,    75]	7:16	[7,    16]	4.0	0.9264857769012451
afternoon	nf_1851_771607.txt-2494-73	nf_1849_762578.txt-1803-0	And,    having    reached    Bologna,    I    tried    to    gain    time,    or    at    least    avoid    another    night-ride,    by    taking    a    private    carriage    (vetturino)    this    afternoon    for    Ferrara,    thirty    miles    further    on,    sleep    there    to-night,    and    catch    a    Diligence    or    Mail-Coach    to-morrow    morning,    so    as    to    reach    Padua    in    the    evening:    but    no    --    there    is    no    coach    out    of    Padua    Venice-ward    till    4    to-morrow    afternoon,    and    I    should    gain    nothing	afternoon    that    the    Indian    bought    me,    he    started    with    me    to    his    residence,    which    was    fifty    or    sixty    miles    distant.	367:376	[135,    144]	0:9	[0,    9]	4.0	0.8761910200119019
afternoon	fic_1842_7206.txt-3926-5	fic_1845_7170.txt-9891-50	He    had    caught,    one    afternoon,    in    company    with    a    crew    of    political    cronies,    a    small    car-full    of    striped    bass    and    Lafayette    fish,    in    the    East    river,    and    was    declared    the    Hero    of    Kipp's    Bay.	   "Reports    unfavorable    to    the    reputation    of    Mrs.    Wiswall,    who    has    taken    a    house    in    town,    and    of    Bertha,    and    also    of    Rose,    have    reached    here,    and    we    are    called    a    harboring    place    of    unprincipled    persons,    a    community    of    --    Deacon    Ramsdill    was    here    this    afternoon;    he    has    not    been    deprived    of    his    good    cheer.       "   "   "	19:28	[19,    28]	247:256	[248,    257]	4.0	0.9718058109283447
